,
0024,-0.1522
0034,-0.1305
0044,-0.2322
0054,-0.0667
0084,-0.1207
0094,-0.1407
0114,-0.1033
0124,-0.0646
0144,
0164,-0.1644
0174,-0.0652
0184,-0.0661
0204,-0.0096
1374,-0.0389
1384,0.0153
1444,0.0297
1445,0.1073
1454,0.0187
1455,0.0507
1464,0.0126
1465,0.1523
1474,
1475,
1484,0.2214
1485,0.1339
1494,-0.0369
1495,0.0963
1504,-0.0044
1505,0.1356
1514,-0.0319
1515,0.1328
1524,-0.0169
1525,0.0607
1534,-0.0002
1535,0.1455
1545,0.0904
1554,0.0500
1555,0.1220
1564,0.0058
1565,0.1704
1574,0.0378
1575,0.1224
1584,0.0197
1585,0.2021
1594,0.0224
1595,0.1965
1604,0.0134
1605,0.1346
1614,0.0329
1615,0.1960
1624,0.0242
1625,0.1264
1635,0.1357
1644,0.0105
1645,0.0779
1654,0.0029
1655,0.1390
1664,-0.0232
1665,0.0925
1684,0.0157
1685,0.1457
1704,-0.0227
1705,0.0360
1714,0.0137
1715,0.1281
1724,-0.0065
1725,0.0893
1734,-0.0141
1735,0.0821
1744,-0.0370
1745,0.0609
1754,0.0145
1755,0.0514
1764,-0.0365
1765,0.0687
1774,-0.0341
1775,0.0896
1784,-0.0034
1785,0.1178
1794,-0.0477
1795,0.0639
1804,-0.0027
1805,0.0727
1814,-0.0130
1815,0.0092
